//
//     Generated by class-dump 3.5 (64 bit) — routine listing.
//
// image:   /var/folders/hq/s7n8_wx50wd3vxklqrz_yt6m0000gn/T/class-dump-dsc-E97277E0-AA93-4B8F-8728-7A7EC5985FC6/System/Library/PrivateFrameworks/SharedWebCredentials.framework/Versions/A/SharedWebCredentials
// arch:    arm64e
// uuid:    CBF4DB42-28FB-37B8-A82C-23CC61910540
// text:    0x0000000191b8b000
// count:   844 routines
//
// columns: addr  size  segment,section  kind  name [demangled] [objc-binding]
//
0x0000000191b8c1f0  0x000006f0  __TEXT,__text  objc  -[_SWCPattern initWithDictionary:defaults:]  // -[_SWCPattern 'E12]
						<key>DurationMS</key>
						<real>1.4</real>
						<key>FrequencykHz</key>
						<real>0.6899999999999999</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>5</integer>
			<key>Default</key>
			<dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>1.2</real>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
				</dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>23</integer>
					<key>DurationMS</key>
					<real>7</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>6</integer>
			<key>Default</key>
			<dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>1.3</real>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
				</dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>48</integer>
					<key>DurationMS</key>
					<integer>7</integer>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>ToneMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>0.9</real>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.7</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.03</real>
						<key>DelayMS</key>
						<real>2</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>0.75</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>15</integer>
			<key>Default</key>
			<dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>1</real>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
				</dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>ToneMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>1</real>
					<key>Light</key>
					<integer>1</integer>
					<key>Medium</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.38</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>4.85</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>16</integer>
			<key>Default</key>
			<dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>1</real>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
				</dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>ToneMultipliers</key>
				<dict>
					<key>Firm</key>
					<real>1</real>
					<key>Light</key>
					<integer>1</integer>
					<key>Medium</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.38</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>4.85</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
			</dict>
		</dict>
	</array>
	<key>Default</key>
	<array>
		<dict>
			<key>ActuationID</key>
			<integer>0</integer>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>1</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>19</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.02</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>2</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>22</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.05</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>3</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>19</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.02</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>4</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>22</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.05</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>5</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>19</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.8</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.2</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.01</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.02</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.18</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0</real>
					<key>Medium</key>
					<real>0</real>
					<key>Firm</key>
					<real>0.2</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>6</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>35</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.9</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1.3</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.015</real>
						<key>DelayMS</key>
						<real>1.5</real>
						<key>DurationMS</key>
						<real>2</real>
						<key>FrequencykHz</key>
						<real>3.6</real>
						<key>Type</key>
						<string>Square</string>
					</dict>
					<dict>
						<key>Amplitude</key>
						<real>0.06</real>
						<key>DelayMS</key>
						<real>1</real>
						<key>DurationMS</key>
						<real>3</real>
						<key>FrequencykHz</key>
						<real>1.263</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>0.4</real>
					<key>Medium</key>
					<real>0.65</real>
					<key>Firm</key>
					<real>0.95</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>15</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.29</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>6</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
			</dict>
		</dict>
		<dict>
			<key>ActuationID</key>
			<integer>16</integer>
			<key>Default</key>
			<dict>
				<key>BaseWaveform</key>
				<dict>
					<key>Amplitude</key>
					<integer>0</integer>
					<key>DurationMS</key>
					<real>6</real>
					<key>Type</key>
					<string>Gaussian</string>
				</dict>
				<key>BaseMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
				<key>Tones</key>
				<array>
					<dict>
						<key>Amplitude</key>
						<real>0.29</real>
						<key>DelayMS</key>
						<real>0</real>
						<key>DurationMS</key>
						<real>6</real>
						<key>FrequencykHz</key>
						<real>0.1</real>
						<key>Type</key>
						<string>Sine</string>
					</dict>
				</array>
				<key>ToneMultipliers</key>
				<dict>
					<key>Light</key>
					<real>1</real>
					<key>Medium</key>
					<real>1</real>
					<key>Firm</key>
					<real>1</real>
				</dict>
			</dict>
		</dict>
	</array>
</dict>
</plist>
]
0x0000000191b987a4  0x000000b0  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _resolverForTask:]  // +[_SWCChatterboxResolver ?]
0x0000000191b98854  0x000000f0  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _setResolver:forTask:]  // +[_SWCChatterboxResolver 'F3H]
0x0000000191b98944  0x0000031c  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _invokeCompletionHandlerForTask:result:error:]  // +[_SWCChatterboxResolver ]
0x0000000191b98c60  0x000001f0  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _looksLikeChatterboxURLComponents:]  // +[_SWCChatterboxResolver ]
0x0000000191b98e50  0x0000014c  __TEXT,__text  objc  +[_SWCChatterboxResolver(Private) _looksLikeAppleErrorPageURLResponse:]  // +[_SWCChatterboxResolver ?]
0x0000000191b98f9c  0x00000048  __TEXT,__text  func  ___ZL6getLogv_block_invoke
0x0000000191b98fe4  0x00000068  __TEXT,__text  objc  +[_SWCPrefs sharedPrefs]  // +[_SWCPrefs ?]
0x0000000191b9904c  0x00000044  __TEXT,__text  func  __24+[_SWCPrefs sharedPrefs]_block_invoke
0x0000000191b99090  0x000001ac  __TEXT,__text  objc  -[_SWCPrefs containerURLReturningError:]  // -[_SWCPrefs `]
0x0000000191b9923c  0x00000610  __TEXT,__text  func  __40-[_SWCPrefs containerURLReturningError:]_block_invoke
0x0000000191b9984c  0x00000010  __TEXT,__text  objc  -[_SWCPrefs maximumRetryCount]  // -[_SWCPrefs ?]
0x0000000191b9985c  0x00000054  __TEXT,__text  objc  -[_SWCPrefs retryIntervalAfterReachLimitWithFailure:]  // -[_SWCPrefs ?]
0x0000000191b998b0  0x0000006c  __TEXT,__text  objc  -[_SWCPrefs retryIntervalAfterFailure]  // -[_SWCPrefs ]
0x0000000191b9991c  0x0000002c  __TEXT,__text  func  __38-[_SWCPrefs retryIntervalAfterFailure]_block_invoke
0x0000000191b99948  0x00000078  __TEXT,__text  objc  -[_SWCPrefs retryIntervalAfterSuccess]  // -[_SWCPrefs ?]
0x0000000191b999c0  0x0000002c  __TEXT,__text  func  __38-[_SWCPrefs retryIntervalAfterSuccess]_block_invoke
0x0000000191b999ec  0x0000000c  __TEXT,__text  objc  -[_SWCPrefs retryIntervalAfterSuccess:]  // -[_SWCPrefs ]
0x0000000191b999f8  0x00000010  __TEXT,__text  objc  -[_SWCPrefs verifyExtendedValidation]  // -[_SWCPrefs ?]
0x0000000191b99a08  0x00000048  __TEXT,__text  objc  -[_SWCPrefs isAppleInternal]  // -[_SWCPrefs ?]
0x0000000191b99a50  0x00000058  __TEXT,__text  func  __28-[_SWCPrefs isAppleInternal]_block_invoke
0x0000000191b99aa8  0x0000021c  __TEXT,__text  objc  -[_SWCPrefs descriptionOfAllPrefs]  // -[_SWCPrefs ?]
0x0000000191b99cc4  0x00000028  __TEXT,__text  objc  -[_SWCPrefs isFastCheckEnabled]  // -[_SWCPrefs ]
0x0000000191b99cec  0x00000038  __TEXT,__text  objc  -[_SWCPrefs(Private) _init]  // -[_SWCPrefs ?]
0x0000000191b99d24  0x00000058  __TEXT,__text  objc  -[_SWCPrefs(Private) _recheckFuzzForSuccess:]  // -[_SWCPrefs ?]
0x0000000191b99d7c  0x0000004c  __TEXT,__text  func  __45-[_SWCPrefs(Private) _recheckFuzzForSuccess:]_block_invoke
0x0000000191b99dc8  0x00000078  __TEXT,__text  objc  -[_SWCPrefs(Private) _boolForKey:defaultValue:]  // -[_SWCPrefs ]
